plot_year,Browsing_percent_plot,old_browsing_plot,young_browsing_plot,no_browsing_plot,height_plot,growth,FAI,site,NPP_July2016,NPP_June2016,EffectiveMooseDensitykm2,year_site,mean.temp,summ.temp,wint.temp,rain.GP,rain.year,rain.wint,site_Treatment,territory,EX,build_year,sample_year,time,date,month,day,plot,species_cor,nom_lat,missingpicnote,LON..NAD83.MTM..Modified.Transverse.Mercator..zone.6.,LAT..NAD83.MTM..Modified.Transverse.Mercator..zone.6.,LON.E,LAT.N,browsingfactorial
50_2014,0,0,0,21.5,96.5,0,0.97684849,CA1003,6.5,4.699999809,2,2014_CA1003,1.61,15.14590164,-8.343956044,3.481967213,02/01/1900,2.757142857,CA1003_EX,Casault,EX,2010,2014,T4,27/05/2014,5,27,50,Betula,Betula sp.,ok,352525.7536,5371542.396,-66.8543759,48.48069299,no
66_2011,95.71428571,62,5,3,95,0,1.353361863,CA1003,6.5,4.699999809,2,2011_CA1003,3.302868852,14.47172131,-4.976775956,3.554918033,02/01/1900,2.270491803,CA1003_TE,Casault,TE,2010,2011,T1,20/07/2011,7,20,66,Betula,Betula sp.,ok,352562.7057,5371585.183,-66.85387117,48.48107498,yes
7_2011,0,0,0,4,50,15.7048499,1.773497644,CA1001,6.5,5.050000191,2,2011_CA1001,2.940027322,14.06721311,-5.328688525,3.37704918,02/01/1900,2.069398907,CA1001_EX,Casault,EX,2010,2011,T1,19/07/2011,7,19,7,Betula,Betula sp.,ok,332458.5303,5365787.26,-67.12621307,48.43013629,no
7_2012,0,0,0,19,113,3.697702753,2.817748502,CA1001,6.5,5.050000191,2,2012_CA1001,3.109178082,14.90819672,-5.336813187,2.631967213,02/01/1900,2.818681319,CA1001_EX,Casault,EX,2010,2012,T2,27/05/2012,5,27,7,Betula,Betula sp.,ok,332458.5303,5365787.26,-67.12621307,48.43013629,no
7_2014,0,0,0,34.5,230,0,1.643727717,CA1001,6.5,5.050000191,2,2014_CA1001,1.270273973,14.89262295,-8.703021978,3.249180328,02/01/1900,2.63021978,CA1001_EX,Casault,EX,2010,2014,T4,25/05/2014,5,25,7,Betula,Betula sp.,ok,332458.5303,5365787.26,-67.12621307,48.43013629,no
73_2014,0,0,0,15,252,10.71918326,5.485029681,MA1001,6.5,4.849999905,3.3,2014_MA1001,1.395205479,14.94098361,-8.507417582,3.512295082,02/01/1900,2.784615385,MA1001_EX,Matane,EX,2010,2014,T4,10/06/2014,6,10,73,Betula,Betula sp.,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
73_2015,NA,NA,NA,NA,295,0,4.860072243,MA1001,6.5,4.849999905,3.3,2015_MA1001,2.430737705,14.51188525,-6.018032787,3.010655738,02/01/1900,2.97704918,MA1001_EX,Matane,EX,2010,2015,T5,03/06/2015,6,3,73,Betula,Betula sp.,ok,362673.389,5395739.573,-66.71374429,48.69743957,NA
75_2014,0,0,0,3,51,0,1.126295063,MA1001,6.5,4.849999905,3.3,2014_MA1001,1.395205479,14.94098361,-8.507417582,3.512295082,02/01/1900,2.784615385,MA1001_EX,Matane,EX,2010,2014,T4,10/06/2014,6,10,75,Betula,Betula sp.,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
76_2014,0,0,0,2,22,12.77577075,3.046527186,MA1001,6.5,4.849999905,3.3,2014_MA1001,1.395205479,14.94098361,-8.507417582,3.512295082,02/01/1900,2.784615385,MA1001_EX,Matane,EX,2010,2014,T4,10/06/2014,6,10,76,Betula,Betula sp.,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
76_2015,NA,NA,NA,NA,73.25,-9.855594577,2.7574759,MA1001,6.5,4.849999905,3.3,2015_MA1001,2.430737705,14.51188525,-6.018032787,3.010655738,02/01/1900,2.97704918,MA1001_EX,Matane,EX,2010,2015,T5,03/06/2015,6,3,76,Betula,Betula sp.,ok,362673.389,5395739.573,-66.71374429,48.69743957,NA
77_2012,0,0,0,4,46,14.52075407,0.637213589,MA1001,6.5,4.849999905,3.3,2012_MA1001,3.265890411,15.19344262,-5.175549451,2.678688525,02/01/1900,2.77032967,MA1001_EX,Matane,EX,2010,2012,T2,08/06/2012,6,8,77,Betula,Betula sp.,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
77_2013,0,0,0,17.5,104.25,-5.047987466,1.179757818,MA1001,6.5,4.849999905,3.3,2013_MA1001,0.985890411,13.72377049,-8.549175824,3.283606557,3.123013699,2.922527473,MA1001_EX,Matane,EX,2010,2013,T3,NA,NA,NA,77,Betula,Betula sp.,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
77_2014,0,0,0,21.5,84,6.481366623,2.264846277,MA1001,6.5,4.849999905,3.3,2014_MA1001,1.395205479,14.94098361,-8.507417582,3.512295082,02/01/1900,2.784615385,MA1001_EX,Matane,EX,2010,2014,T4,10/06/2014,6,10,77,Betula,Betula sp.,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
77_2015,NA,NA,NA,NA,110,11.71631659,2.08199906,MA1001,6.5,4.849999905,3.3,2015_MA1001,2.430737705,14.51188525,-6.018032787,3.010655738,02/01/1900,2.97704918,MA1001_EX,Matane,EX,2010,2015,T5,03/06/2015,6,3,77,Betula,Betula sp.,ok,362673.389,5395739.573,-66.71374429,48.69743957,NA
78_2013,0,0,0,12,58,0,3.83745694,MA1001,6.5,4.849999905,3.3,2013_MA1001,0.985890411,13.72377049,-8.549175824,3.283606557,3.123013699,2.922527473,MA1001_EX,Matane,EX,2010,2013,T3,NA,NA,NA,78,Betula,Betula sp.,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
8_2012,0,0,0,1,32,8.267897167,2.339754272,CA1001,6.5,5.050000191,2,2012_CA1001,3.109178082,14.90819672,-5.336813187,2.631967213,02/01/1900,2.818681319,CA1001_EX,Casault,EX,2010,2012,T2,27/05/2012,5,27,8,Betula,Betula sp.,ok,332458.5303,5365787.26,-67.12621307,48.43013629,no
8_2013,0,0,0,3.666666667,65.16666667,13.00428047,2.281626641,CA1001,6.5,5.050000191,2,2013_CA1001,0.843013699,13.4795082,-8.667857143,2.714754098,2.881917808,3.002747253,CA1001_EX,Casault,EX,2010,2013,T3,NA,NA,NA,8,Betula,Betula sp.,ok,332458.5303,5365787.26,-67.12621307,48.43013629,no
8_2014,0,0,0,3.666666667,117.3333333,-5.71689774,2.272010559,CA1001,6.5,5.050000191,2,2014_CA1001,1.270273973,14.89262295,-8.703021978,3.249180328,02/01/1900,2.63021978,CA1001_EX,Casault,EX,2010,2014,T4,25/05/2014,5,25,8,Betula,Betula sp.,ok,332458.5303,5365787.26,-67.12621307,48.43013629,no
8_2015,NA,NA,NA,NA,94.4,0,2.707154205,CA1001,6.5,5.050000191,2,2015_CA1001,2.224863388,14.30286885,-6.178142077,3.221311475,02/01/1900,2.657377049,CA1001_EX,Casault,EX,2010,2015,T5,26/05/2015,5,26,8,Betula,Betula sp.,ok,332458.5303,5365787.26,-67.12621307,48.43013629,NA
81_2011,52.63157895,10,0,9,84,6.481366623,2.944226097,MA1001,6.5,4.849999905,3.3,2011_MA1001,3.15204918,14.28565574,-5.086885246,3.594262295,02/01/1900,2.286885246,MA1001_EX,Matane,EX,2010,2011,T1,12/07/2011,7,12,81,Betula,Betula sp.,ok,362673.389,5395739.573,-66.71374429,48.69743957,yes
81_2012,9.677419355,3,0,28,110,-8.891105496,1.754498252,MA1001,6.5,4.849999905,3.3,2012_MA1001,3.265890411,15.19344262,-5.175549451,2.678688525,02/01/1900,2.77032967,MA1001_EX,Matane,EX,2010,2012,T2,08/06/2012,6,8,81,Betula,Betula sp.,ok,362673.389,5395739.573,-66.71374429,48.69743957,yes
81_2013,NA,0,0,20,74.33333333,12.00714714,3.05765286,MA1001,6.5,4.849999905,3.3,2013_MA1001,0.985890411,13.72377049,-8.549175824,3.283606557,3.123013699,2.922527473,MA1001_EX,Matane,EX,2010,2013,T3,NA,NA,NA,81,Betula,Betula sp.,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
81_2014,0,0,0,43.5,122.5,2.617474983,1.599267066,MA1001,6.5,4.849999905,3.3,2014_MA1001,1.395205479,14.94098361,-8.507417582,3.512295082,02/01/1900,2.784615385,MA1001_EX,Matane,EX,2010,2014,T4,10/06/2014,6,10,81,Betula,Betula sp.,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
81_2015,NA,NA,NA,NA,133,0.373924998,2.297042481,MA1001,6.5,4.849999905,3.3,2015_MA1001,2.430737705,14.51188525,-6.018032787,3.010655738,02/01/1900,2.97704918,MA1001_EX,Matane,EX,2010,2015,T5,03/06/2015,6,3,81,Betula,Betula sp.,ok,362673.389,5395739.573,-66.71374429,48.69743957,NA
82_2011,35.41666667,5,0,3.25,57,9.38967216,1.738636364,MA1001,6.5,4.849999905,3.3,2011_MA1001,3.15204918,14.28565574,-5.086885246,3.594262295,02/01/1900,2.286885246,MA1001_EX,Matane,EX,2010,2011,T1,12/07/2011,7,12,82,Betula,Betula sp.,ok,362673.389,5395739.573,-66.71374429,48.69743957,yes
82_2012,6.666666667,1.666666667,0,15.66666667,94.66666667,9.16697905,1.021655676,MA1001,6.5,4.849999905,3.3,2012_MA1001,3.265890411,15.19344262,-5.175549451,2.678688525,02/01/1900,2.77032967,MA1001_EX,Matane,EX,2010,2012,T2,08/06/2012,6,8,82,Betula,Betula sp.,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
82_2013,0,0,0,32.2,131.44,2.424695873,1.406097763,MA1001,6.5,4.849999905,3.3,2013_MA1001,0.985890411,13.72377049,-8.549175824,3.283606557,3.123013699,2.922527473,MA1001_EX,Matane,EX,2010,2013,T3,NA,NA,NA,82,Betula,Betula sp.,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
82_2014,0,0,0,53.16666667,141.1666667,7.68623606,1.550984127,MA1001,6.5,4.849999905,3.3,2014_MA1001,1.395205479,14.94098361,-8.507417582,3.512295082,02/01/1900,2.784615385,MA1001_EX,Matane,EX,2010,2014,T4,10/06/2014,6,10,82,Betula,Betula sp.,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
82_2015,NA,NA,NA,NA,172,-3.789106641,1.450550119,MA1001,6.5,4.849999905,3.3,2015_MA1001,2.430737705,14.51188525,-6.018032787,3.010655738,02/01/1900,2.97704918,MA1001_EX,Matane,EX,2010,2015,T5,03/06/2015,6,3,82,Betula,Betula sp.,ok,362673.389,5395739.573,-66.71374429,48.69743957,NA
84_2013,0,0,0,2,38,-1.828077766,0.434659091,MA1001,6.5,4.849999905,3.3,2013_MA1001,0.985890411,13.72377049,-8.549175824,3.283606557,3.123013699,2.922527473,MA1001_EX,Matane,EX,2010,2013,T3,NA,NA,NA,84,Betula,Betula sp.,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
84_2014,0,0,0,2,30.66666667,7.187669397,0.793992676,MA1001,6.5,4.849999905,3.3,2014_MA1001,1.395205479,14.94098361,-8.507417582,3.512295082,02/01/1900,2.784615385,MA1001_EX,Matane,EX,2010,2014,T4,10/06/2014,6,10,84,Betula,Betula sp.,ok,362673.389,5395739.573,-66.71374429,48.69743957,no
84_2015,NA,NA,NA,NA,59.5,1.454152768,0.576663131,MA1001,6.5,4.849999905,3.3,2015_MA1001,2.430737705,14.51188525,-6.018032787,3.010655738,02/01/1900,2.97704918,MA1001_EX,Matane,EX,2010,2015,T5,03/06/2015,6,3,84,Betula,Betula sp.,ok,362673.389,5395739.573,-66.71374429,48.69743957,NA
88_2014,0,0,0,4,50,-0.249283332,2.174066899,MA1001,6.5,4.849999905,3.3,2014_MA1001,1.395205479,14.94098361,-8.507417582,3.512295082,02/01/1900,2.784615385,MA1001_TE,Matane,TE,2010,2014,T4,10/06/2014,6,10,88,Betula,Betula sp.,ok,362703.4217,5395752.296,-66.71333453,48.6975512,no
88_2015,NA,NA,NA,NA,49,0.249283332,2.292598363,MA1001,6.5,4.849999905,3.3,2015_MA1001,2.430737705,14.51188525,-6.018032787,3.010655738,02/01/1900,2.97704918,MA1001_TE,Matane,TE,2010,2015,T5,03/06/2015,6,3,88,Betula,Betula sp.,ok,362703.4217,5395752.296,-66.71333453,48.6975512,NA
89_2015,NA,NA,NA,NA,26,1.246416658,0.637213589,MA1001,6.5,4.849999905,3.3,2015_MA1001,2.430737705,14.51188525,-6.018032787,3.010655738,02/01/1900,2.97704918,MA1001_TE,Matane,TE,2010,2015,T5,03/06/2015,6,3,89,Betula,Betula sp.,ok,362703.4217,5395752.296,-66.71333453,48.6975512,NA
9_2013,0,0,0,3,33,0,1.685450351,CA1001,6.5,5.050000191,2,2013_CA1001,0.843013699,13.4795082,-8.667857143,2.714754098,2.881917808,3.002747253,CA1001_EX,Casault,EX,2010,2013,T3,NA,NA,NA,9,Betula,Betula sp.,ok,332458.5303,5365787.26,-67.12621307,48.43013629,no
9_2015,NA,NA,NA,NA,20,0,1.603391087,CA1001,6.5,5.050000191,2,2015_CA1001,2.224863388,14.30286885,-6.178142077,3.221311475,02/01/1900,2.657377049,CA1001_EX,Casault,EX,2010,2015,T5,26/05/2015,5,26,9,Betula,Betula sp.,ok,332458.5303,5365787.26,-67.12621307,48.43013629,NA
92_2011,66.66666667,2,2,2,40,0,0.434659091,MA1001,6.5,4.849999905,3.3,2011_MA1001,3.15204918,14.28565574,-5.086885246,3.594262295,02/01/1900,2.286885246,MA1001_TE,Matane,TE,2010,2011,T1,12/07/2011,7,12,92,Betula,Betula sp.,ok,362703.4217,5395752.296,-66.71333453,48.6975512,yes
92_2012,100,3,5,0,40,0.498566663,0.434659091,MA1001,6.5,4.849999905,3.3,2012_MA1001,3.265890411,15.19344262,-5.175549451,2.678688525,02/01/1900,2.77032967,MA1001_TE,Matane,TE,2010,2012,T2,16/06/2012,6,16,92,Betula,Betula sp.,ok,362703.4217,5395752.296,-66.71333453,48.6975512,yes
92_2013,47.36842105,9,0,10,42,-0.498566663,0.434659091,MA1001,6.5,4.849999905,3.3,2013_MA1001,0.985890411,13.72377049,-8.549175824,3.283606557,3.123013699,2.922527473,MA1001_TE,Matane,TE,2010,2013,T3,NA,NA,NA,92,Betula,Betula sp.,ok,362703.4217,5395752.296,-66.71333453,48.6975512,yes
92_2014,26.78571429,6,1.5,8,40,5.484233297,0.869318182,MA1001,6.5,4.849999905,3.3,2014_MA1001,1.395205479,14.94098361,-8.507417582,3.512295082,02/01/1900,2.784615385,MA1001_TE,Matane,TE,2010,2014,T4,10/06/2014,6,10,92,Betula,Betula sp.,ok,362703.4217,5395752.296,-66.71333453,48.6975512,no
92_2015,NA,NA,NA,NA,62,-3.19913609,0.434659091,MA1001,6.5,4.849999905,3.3,2015_MA1001,2.430737705,14.51188525,-6.018032787,3.010655738,02/01/1900,2.97704918,MA1001_TE,Matane,TE,2010,2015,T5,03/06/2015,6,3,92,Betula,Betula sp.,ok,362703.4217,5395752.296,-66.71333453,48.6975512,NA
93_2011,0,0,0,4,33,0,0.517373288,MA1001,6.5,4.849999905,3.3,2011_MA1001,3.15204918,14.28565574,-5.086885246,3.594262295,02/01/1900,2.286885246,MA1001_TE,Matane,TE,2010,2011,T1,12/07/2011,7,12,93,Betula,Betula sp.,ok,362703.4217,5395752.296,-66.71333453,48.6975512,no
94_2014,0,0,0,3,39,0,1.943836972,MA1001,6.5,4.849999905,3.3,2014_MA1001,1.395205479,14.94098361,-8.507417582,3.512295082,02/01/1900,2.784615385,MA1001_TE,Matane,TE,2010,2014,T4,10/06/2014,6,10,94,Betula,Betula sp.,ok,362703.4217,5395752.296,-66.71333453,48.6975512,no
95_2012,100,15,27,0,92,-5.795837461,2.038506332,MA1001,6.5,4.849999905,3.3,2012_MA1001,3.265890411,15.19344262,-5.175549451,2.678688525,02/01/1900,2.77032967,MA1001_TE,Matane,TE,2010,2012,T2,16/06/2012,6,16,95,Betula,Betula sp.,ok,362703.4217,5395752.296,-66.71333453,48.6975512,yes
95_2013,24.67532468,16.5,2.5,20,68.75,-0.311604165,1.577415684,MA1001,6.5,4.849999905,3.3,2013_MA1001,0.985890411,13.72377049,-8.549175824,3.283606557,3.123013699,2.922527473,MA1001_TE,Matane,TE,2010,2013,T3,NA,NA,NA,95,Betula,Betula sp.,ok,362703.4217,5395752.296,-66.71333453,48.6975512,yes
95_2014,67.62295082,24.5,3,6,67.5,-1.869624988,2.86505864,MA1001,6.5,4.849999905,3.3,2014_MA1001,1.395205479,14.94098361,-8.507417582,3.512295082,02/01/1900,2.784615385,MA1001_TE,Matane,TE,2010,2014,T4,10/06/2014,6,10,95,Betula,Betula sp.,ok,362703.4217,5395752.296,-66.71333453,48.6975512,yes
95_2015,NA,NA,NA,NA,60,7.47849995,2.372731415,MA1001,6.5,4.849999905,3.3,2015_MA1001,2.430737705,14.51188525,-6.018032787,3.010655738,02/01/1900,2.97704918,MA1001_TE,Matane,TE,2010,2015,T5,03/06/2015,6,3,95,Betula,Betula sp.,ok,362703.4217,5395752.296,-66.71333453,48.6975512,NA
97_2012,0,0,0,1,20,7.038099398,0.915348052,MA1002,6.5,4.880000114,3.3,2012_MA1002,3.266575342,14.85860656,-4.883241758,2.674590164,02/01/1900,2.858791209,MA1002_EX,Matane,EX,2010,2012,T2,17/06/2012,6,17,97,Betula,Betula sp.,ok,362382.0672,5401243.758,-66.71693371,48.74696297,no
97_2013,0,0,0,3.166666667,48.23333333,3.541485199,1.647433434,MA1002,6.5,4.880000114,3.3,2013_MA1002,1.141369863,13.48319672,-8.075,2.595081967,2.789315068,2.932967033,MA1002_EX,Matane,EX,2010,2013,T3,NA,NA,NA,97,Betula,Betula sp.,ok,362382.0672,5401243.758,-66.71693371,48.74696297,no
97_2014,0,0,0,9.4,62.44,6.084047344,3.718637548,MA1002,6.5,4.880000114,3.3,2014_MA1002,1.49630137,14.75122951,-8.147802198,3.337704918,02/01/1900,2.796153846,MA1002_EX,Matane,EX,2010,2014,T4,31/05/2014,5,31,97,Betula,Betula sp.,ok,362382.0672,5401243.758,-66.71693371,48.74696297,no
97_2015,NA,NA,NA,NA,86.84615385,3.239674067,2.631788925,MA1002,6.5,4.880000114,3.3,2015_MA1002,2.404508197,14.18606557,-5.790710383,3.009836066,02/01/1900,2.372131148,MA1002_EX,Matane,EX,2010,2015,T5,31/05/2015,5,31,97,Betula,Betula sp.,ok,362382.0672,5401243.758,-66.71693371,48.74696297,NA
98_2011,40,2,0,3,68,-5.816611072,0.485204928,MA1002,6.5,4.880000114,3.3,2011_MA1002,3.190710383,13.9647541,-4.734699454,3.342622951,02/01/1900,1.975409836,MA1002_EX,Matane,EX,2010,2011,T1,08/07/2011,7,8,98,Betula,Betula sp.,ok,362382.0672,5401243.758,-66.71693371,48.74696297,yes
98_2012,16.66666667,0.666666667,0,1.333333333,44.66666667,1.055299437,1.800923833,MA1002,6.5,4.880000114,3.3,2012_MA1002,3.266575342,14.85860656,-4.883241758,2.674590164,02/01/1900,2.858791209,MA1002_EX,Matane,EX,2010,2012,T2,17/06/2012,6,17,98,Betula,Betula sp.,ok,362382.0672,5401243.758,-66.71693371,48.74696297,no
98_2013,0,0,0,6,48.9,0.087249166,3.634887224,MA1002,6.5,4.880000114,3.3,2013_MA1002,1.141369863,13.48319672,-8.075,2.595081967,2.789315068,2.932967033,MA1002_EX,Matane,EX,2010,2013,T3,NA,NA,NA,98,Betula,Betula sp.,ok,362382.0672,5401243.758,-66.71693371,48.74696297,no
98_2014,0,0,0,4.8125,49.25,2.430512484,4.504205406,MA1002,6.5,4.880000114,3.3,2014_MA1002,1.49630137,14.75122951,-8.147802198,3.337704918,02/01/1900,2.796153846,MA1002_EX,Matane,EX,2010,2014,T4,31/05/2014,5,31,98,Betula,Betula sp.,ok,362382.0672,5401243.758,-66.71693371,48.74696297,no
98_2015,NA,NA,NA,NA,59,3.805236739,4.195609621,MA1002,6.5,4.880000114,3.3,2015_MA1002,2.404508197,14.18606557,-5.790710383,3.009836066,02/01/1900,2.372131148,MA1002_EX,Matane,EX,2010,2015,T5,31/05/2015,5,31,98,Betula,Betula sp.,ok,362382.0672,5401243.758,-66.71693371,48.74696297,NA
99_2011,0,0,0,2,42,-0.110792592,0.671812304,MA1002,6.5,4.880000114,3.3,2011_MA1002,3.190710383,13.9647541,-4.734699454,3.342622951,02/01/1900,1.975409836,MA1002_EX,Matane,EX,2010,2011,T1,08/07/2011,7,8,99,Betula,Betula sp.,ok,362382.0672,5401243.758,-66.71693371,48.74696297,no
99_2012,0,0,0,1.777777778,41.55555556,6.176686996,2.048256397,MA1002,6.5,4.880000114,3.3,2012_MA1002,3.266575342,14.85860656,-4.883241758,2.674590164,02/01/1900,2.858791209,MA1002_EX,Matane,EX,2010,2012,T2,17/06/2012,6,17,99,Betula,Betula sp.,ok,362382.0672,5401243.758,-66.71693371,48.74696297,no
99_2013,0,0,0,5.75,66.33333333,-2.160455541,2.5440382,MA1002,6.5,4.880000114,3.3,2013_MA1002,1.141369863,13.48319672,-8.075,2.595081967,2.789315068,2.932967033,MA1002_EX,Matane,EX,2010,2013,T3,NA,NA,NA,99,Betula,Betula sp.,ok,362382.0672,5401243.758,-66.71693371,48.74696297,no
99_2014,0,0,0,6.761904762,57.66666667,4.541866763,2.366038275,MA1002,6.5,4.880000114,3.3,2014_MA1002,1.49630137,14.75122951,-8.147802198,3.337704918,02/01/1900,2.796153846,MA1002_EX,Matane,EX,2010,2014,T4,31/05/2014,5,31,99,Betula,Betula sp.,ok,362382.0672,5401243.758,-66.71693371,48.74696297,no
99_2015,NA,NA,NA,NA,75.88636364,3.423329216,3.105575554,MA1002,6.5,4.880000114,3.3,2015_MA1002,2.404508197,14.18606557,-5.790710383,3.009836066,02/01/1900,2.372131148,MA1002_EX,Matane,EX,2010,2015,T5,31/05/2015,5,31,99,Betula,Betula sp.,ok,362382.0672,5401243.758,-66.71693371,48.74696297,NA
100_2010,0,NA,0,7,NA,NA,0.447501162,MA1002,6.5,4.880000114,3.3,2010_MA1002,2.734246575,14.24918033,-5.252747253,4.17295082,03/01/1900,2.892307692,MA1002_EX,Matane,EX,2010,2010,T0,15/07/2010,7,15,100,Picea,Picea sp.,ok,362382.0672,5401243.758,-66.71693371,48.74696297,no
100_2011,NA,NA,NA,NA,20,2.243549985,0.163493083,MA1002,6.5,4.880000114,3.3,2011_MA1002,3.190710383,13.9647541,-4.734699454,3.342622951,02/01/1900,1.975409836,MA1002_EX,Matane,EX,2010,2011,T1,08/07/2011,7,8,100,Picea,Picea sp.,missingpic,362382.0672,5401243.758,-66.71693371,48.74696297,NA
100_2012,NA,NA,NA,NA,29,1.49569999,2.110316126,MA1002,6.5,4.880000114,3.3,2012_MA1002,3.266575342,14.85860656,-4.883241758,2.674590164,02/01/1900,2.858791209,MA1002_EX,Matane,EX,2010,2012,T2,17/06/2012,6,17,100,Picea,Picea sp.,ok,362382.0672,5401243.758,-66.71693371,48.74696297,NA
100_2013,NA,0,0,NA,35,3.988533307,2.584292484,MA1002,6.5,4.880000114,3.3,2013_MA1002,1.141369863,13.48319672,-8.075,2.595081967,2.789315068,2.932967033,MA1002_EX,Matane,EX,2010,2013,T3,NA,NA,NA,100,Picea,Picea sp.,ok,362382.0672,5401243.758,-66.71693371,48.74696297,NA
100_2014,NA,0,0,0,51,6.481366623,3.089164101,MA1002,6.5,4.880000114,3.3,2014_MA1002,1.49630137,14.75122951,-8.147802198,3.337704918,02/01/1900,2.796153846,MA1002_EX,Matane,EX,2010,2014,T4,31/05/2014,5,31,100,Picea,Picea sp.,ok,362382.0672,5401243.758,-66.71693371,48.74696297,NA
100_2015,NA,NA,NA,NA,77,0.249283332,3.050207076,MA1002,6.5,4.880000114,3.3,2015_MA1002,2.404508197,14.18606557,-5.790710383,3.009836066,02/01/1900,2.372131148,MA1002_EX,Matane,EX,2010,2015,T5,31/05/2015,5,31,100,Picea,Picea sp.,ok,362382.0672,5401243.758,-66.71693371,48.74696297,NA
101_2010,0,NA,0,1,NA,NA,0.470721749,MA1002,6.5,4.880000114,3.3,2010_MA1002,2.734246575,14.24918033,-5.252747253,4.17295082,03/01/1900,2.892307692,MA1002_EX,Matane,EX,2010,2010,T0,15/07/2010,7,15,101,Picea,Picea sp.,ok,362382.0672,5401243.758,-66.71693371,48.74696297,no
101_2011,NA,NA,NA,NA,20,2.243549985,0.547945888,MA1002,6.5,4.880000114,3.3,2011_MA1002,3.190710383,13.9647541,-4.734699454,3.342622951,02/01/1900,1.975409836,MA1002_EX,Matane,EX,2010,2011,T1,08/07/2011,7,8,101,Picea,Picea sp.,missingpic,362382.0672,5401243.758,-66.71693371,48.74696297,NA
101_2012,NA,NA,NA,NA,29,-0.498566663,1.084406154,MA1002,6.5,4.880000114,3.3,2012_MA1002,3.266575342,14.85860656,-4.883241758,2.674590164,02/01/1900,2.858791209,MA1002_EX,Matane,EX,2010,2012,T2,17/06/2012,6,17,101,Picea,Picea sp.,ok,362382.0672,5401243.758,-66.71693371,48.74696297,NA
101_2013,NA,0,0,NA,27,3.489966643,2.994247751,MA1002,6.5,4.880000114,3.3,2013_MA1002,1.141369863,13.48319672,-8.075,2.595081967,2.789315068,2.932967033,MA1002_EX,Matane,EX,2010,2013,T3,NA,NA,NA,101,Picea,Picea sp.,ok,362382.0672,5401243.758,-66.71693371,48.74696297,NA
101_2014,NA,0,0,0,41,2.243549985,3.678995031,MA1002,6.5,4.880000114,3.3,2014_MA1002,1.49630137,14.75122951,-8.147802198,3.337704918,02/01/1900,2.796153846,MA1002_EX,Matane,EX,2010,2014,T4,31/05/2014,5,31,101,Picea,Picea sp.,ok,362382.0672,5401243.758,-66.71693371,48.74696297,NA
101_2015,NA,NA,NA,NA,50,3.240683312,3.687903014,MA1002,6.5,4.880000114,3.3,2015_MA1002,2.404508197,14.18606557,-5.790710383,3.009836066,02/01/1900,2.372131148,MA1002_EX,Matane,EX,2010,2015,T5,31/05/2015,5,31,101,Picea,Picea sp.,ok,362382.0672,5401243.758,-66.71693371,48.74696297,NA
104_2011,NA,NA,NA,NA,20,2.243549985,0.603256748,MA1002,6.5,4.880000114,3.3,2011_MA1002,3.190710383,13.9647541,-4.734699454,3.342622951,02/01/1900,1.975409836,MA1002_EX,Matane,EX,2010,2011,T1,08/07/2011,7,8,104,Picea,Picea sp.,missingpic,362382.0672,5401243.758,-66.71693371,48.74696297,NA
104_2012,NA,NA,NA,NA,29,1.869624988,1.911905628,MA1002,6.5,4.880000114,3.3,2012_MA1002,3.266575342,14.85860656,-4.883241758,2.674590164,02/01/1900,2.858791209,MA1002_EX,Matane,EX,2010,2012,T2,17/06/2012,6,17,104,Picea,Picea sp.,ok,362382.0672,5401243.758,-66.71693371,48.74696297,NA
104_2013,NA,0,0,NA,36.5,-1.620341656,2.50206955,MA1002,6.5,4.880000114,3.3,2013_MA1002,1.141369863,13.48319672,-8.075,2.595081967,2.789315068,2.932967033,MA1002_EX,Matane,EX,2010,2013,T3,NA,NA,NA,104,Picea,Picea sp.,ok,362382.0672,5401243.758,-66.71693371,48.74696297,NA
104_2014,0,0,0,2,30,7.229216619,3.274079547,MA1002,6.5,4.880000114,3.3,2014_MA1002,1.49630137,14.75122951,-8.147802198,3.337704918,02/01/1900,2.796153846,MA1002_EX,Matane,EX,2010,2014,T4,31/05/2014,5,31,104,Picea,Picea sp.,ok,362382.0672,5401243.758,-66.71693371,48.74696297,no
104_2015,NA,NA,NA,NA,59,4.237816638,3.039955506,MA1002,6.5,4.880000114,3.3,2015_MA1002,2.404508197,14.18606557,-5.790710383,3.009836066,02/01/1900,2.372131148,MA1002_EX,Matane,EX,2010,2015,T5,31/05/2015,5,31,104,Picea,Picea sp.,ok,362382.0672,5401243.758,-66.71693371,48.74696297,NA
